,Date,Temperature,Average humidity (%,Average dewpoint (°F,Average barometer (in,Average windspeed (mph,Average gustspeed (mph,Average direction (°deg,Rainfall for month (in,Rainfall for year (in,Maximum rain per minute,Maximum temperature (°F,Minimum temperature (°F,Maximum humidity (%,Minimum humidity (%,Maximum pressure,Minimum pressure,Maximum windspeed (mph,Maximum gust speed (mph,Maximum heat index (°F,Month,diff_pressure
143,2022-05-27,48.8,60.0,32.8,30.0,3.4,5.1,338.0,1.62,4.06,0.0,65.8,65.8,93.0,21.0,30.112,29.872,26.5,74.0,76.0,5,0.2399999999999984
144,2022-05-28,49.7,60.0,34.6,30.0,2.9,4.3,19.0,1.66,4.1,0.0,66.4,66.4,90.0,23.0,30.186,29.922,16.1,21.0,76.9,5,0.2639999999999993
145,2022-05-29,53.1,56.0,35.2,30.1,3.1,4.8,349.0,1.66,4.1,0.0,70.4,70.4,89.0,22.0,30.211,29.925,21.9,30.0,79.0,5,0.2859999999999978
146,2022-05-30,53.9,58.0,38.3,29.9,3.1,5.0,287.0,1.68,4.12,0.0,67.8,67.8,78.0,27.0,30.048,29.829,17.3,26.0,79.1,5,0.2189999999999976
147,2022-05-31,56.3,52.0,37.8,29.8,6.0,8.6,277.0,1.68,4.12,0.0,69.9,69.9,78.0,24.0,29.864,29.683,18.4,25.0,79.0,5,0.1810000000000009
148,2022-01-06,50.6,77.0,43.3,29.8,2.3,3.4,301.0,0.13,4.28,0.0,61.2,61.2,92.0,51.0,29.95,29.731,13.8,21.0,61.2,6,0.2189999999999976
149,2022-02-06,42.2,88.0,38.9,30.1,3.4,5.3,75.0,0.24,4.39,0.0,48.0,48.0,93.0,72.0,30.3,29.829,13.8,20.0,48.0,6,0.4710000000000001
150,2022-03-06,48.3,75.0,40.4,30.1,4.7,6.5,43.0,0.26,4.41,0.0,62.9,62.9,91.0,39.0,30.244,29.942,19.6,28.0,62.9,6,0.3019999999999996
151,2022-04-06,57.1,51.0,35.2,29.9,4.9,7.8,300.0,0.26,4.41,0.0,71.6,71.6,84.0,14.0,30.088,29.811,20.7,30.0,78.3,6,0.277000000000001
152,2022-05-06,56.5,53.0,35.9,29.7,4.8,7.3,251.0,0.26,4.41,0.0,71.5,71.5,89.0,17.0,29.887,29.388,25.3,30.0,79.1,6,0.4989999999999988
153,2022-06-06,59.0,23.0,20.7,29.5,14.4,20.3,266.0,0.27,4.42,0.0,66.8,66.8,46.0,14.0,29.594,29.392,31.1,43.0,73.1,6,0.2022000000000017
154,2022-07-06,48.4,47.0,27.2,29.7,6.9,10.1,265.0,0.27,4.42,0.0,61.0,61.0,78.0,20.0,29.831,29.526,35.7,46.0,61.0,6,0.3049999999999997
155,2022-08-06,47.8,75.0,39.9,29.8,4.6,6.5,32.0,0.33,4.48,0.0,59.3,59.3,91.0,36.0,29.879,29.74,17.3,24.0,59.3,6,0.1390000000000029
156,2022-09-06,50.9,65.0,37.7,29.8,4.3,6.4,278.0,0.33,4.48,0.0,62.6,62.6,93.0,27.0,29.829,29.708,21.9,29.0,62.6,6,0.1210000000000022
157,2022-10-06,51.3,69.0,40.0,29.7,4.8,7.2,32.0,0.64,4.79,0.0,61.8,61.8,92.0,29.0,29.82,29.623,16.1,22.0,61.8,6,0.1969999999999991
158,2022-11-06,48.9,72.0,39.3,29.8,5.3,7.5,258.0,0.75,4.9,0.0,60.2,60.2,93.0,37.0,29.893,29.699,21.9,31.0,60.2,6,0.193999999999999
159,2022-12-06,49.3,70.0,39.1,29.9,3.7,5.7,350.0,0.8,4.95,0.0,60.4,60.4,93.0,37.0,29.989,29.798,24.2,31.0,60.4,6,0.1910000000000025
160,2022-06-13,55.4,56.0,38.7,29.8,3.6,5.6,294.0,0.8,4.95,0.0,68.6,68.6,85.0,20.0,30.014,29.666,18.4,26.0,79.1,6,0.347999999999999
161,2022-06-14,55.1,52.0,36.1,29.7,4.4,6.8,174.0,0.81,4.96,0.0,68.3,68.3,82.0,18.0,29.89,29.658,21.9,28.0,78.9,6,0.2319999999999993
162,2022-06-15,49.9,68.0,38.3,29.8,4.4,6.7,272.0,0.92,5.07,0.0,63.1,63.1,93.0,32.0,29.931,29.703,28.8,36.0,63.1,6,0.2280000000000015
163,2022-06-16,51.3,66.0,37.3,29.9,3.1,4.7,300.0,0.93,5.08,0.0,73.9,73.9,93.0,18.0,29.981,29.76,20.7,29.0,78.7,6,0.221
164,2022-06-17,57.3,50.0,35.6,29.7,4.6,7.1,277.0,0.93,5.08,0.0,73.2,73.2,87.0,18.0,29.908,29.573,20.7,26.0,79.1,6,0.3350000000000008
165,2022-06-18,58.7,39.0,32.4,29.6,7.0,10.4,266.0,0.93,5.08,0.0,71.3,71.3,69.0,19.0,29.711,29.546,25.3,32.0,78.6,6,0.1649999999999991
166,2022-06-19,58.1,44.0,35.8,29.7,5.2,8.1,255.0,0.93,5.08,0.0,68.4,68.4,61.0,27.0,29.78,29.599,21.9,31.0,78.7,6,0.1810000000000009
167,2022-06-20,54.5,70.0,44.6,29.6,2.2,3.6,248.0,0.98,5.13,0.0,64.3,64.3,92.0,49.0,29.739,29.543,18.4,21.0,64.3,6,0.1960000000000015
168,2022-06-21,61.4,41.0,36.0,29.6,8.2,11.5,243.0,0.98,5.13,0.0,73.7,73.7,75.0,19.0,29.69,29.511,27.6,36.0,79.0,6,0.179000000000002
169,2022-06-22,61.2,52.0,38.9,29.7,5.2,7.7,208.0,0.98,5.13,0.0,77.0,77.0,89.0,14.0,29.819,29.609,26.5,37.0,79.0,6,0.2099999999999973
170,2022-06-23,60.0,60.0,43.1,29.8,3.5,4.9,64.0,1.01,5.16,0.0,76.5,76.5,93.0,22.0,29.895,29.66,19.6,25.0,79.1,6,0.2349999999999994
171,2022-06-24,62.8,53.0,42.9,29.9,4.3,5.6,26.0,1.01,5.16,0.0,78.6,78.6,88.0,19.0,29.958,29.774,13.8,20.0,79.1,6,0.1839999999999975
172,2022-06-25,61.0,66.0,48.5,29.8,4.9,5.6,4.0,1.3,5.45,0.0,78.1,78.1,88.0,31.0,29.944,29.683,13.8,20.0,78.7,6,0.2609999999999992
173,2022-06-26,61.1,62.0,46.7,29.7,5.9,6.7,334.0,1.42,5.57,0.0,75.0,75.0,92.0,32.0,29.804,29.572,19.6,25.0,79.1,6,0.2319999999999993
174,2022-06-27,63.9,43.0,39.0,29.9,8.5,8.6,357.0,1.42,5.57,0.0,76.1,76.1,70.0,14.0,30.001,29.697,18.4,26.0,79.0,6,0.304000000000002
175,2022-06-28,62.0,56.0,43.6,29.9,7.0,8.3,22.0,1.42,5.57,0.0,75.3,75.3,92.0,27.0,30.049,29.78,13.8,20.0,78.6,6,0.2689999999999983
176,2022-06-29,62.5,49.0,39.7,29.8,4.7,5.7,21.0,1.43,5.58,0.0,78.8,78.8,86.0,16.0,29.947,29.731,20.7,29.0,79.0,6,0.2159999999999975
177,2022-06-30,63.0,37.0,31.5,29.8,3.9,5.1,25.0,1.43,5.58,0.0,81.2,81.2,74.0,11.0,29.93,29.689,16.1,24.0,79.1,6,0.2409999999999996
178,2022-01-07,62.0,46.0,37.5,29.8,4.9,6.0,359.0,0.04,5.61,0.0,79.2,79.2,91.0,15.0,29.881,29.686,24.2,30.0,79.2,7,0.1950000000000002
179,2022-02-07,58.8,75.0,50.0,29.9,4.6,4.6,0.0,0.29,5.86,0.0,75.8,75.8,94.0,41.0,30.09,29.79,11.5,12.0,78.2,7,0.3000000000000007
180,2022-03-07,60.9,68.0,49.1,29.9,5.2,5.8,334.0,0.39,5.96,0.0,73.1,73.1,92.0,39.0,29.948,29.773,19.6,26.0,78.9,7,0.1750000000000007
181,2022-04-07,56.2,79.0,49.7,30.0,4.8,5.3,12.0,0.78,6.36,0.0,66.8,66.8,92.0,58.0,30.078,29.858,13.8,20.0,77.3,7,0.2199999999999988
182,2022-05-07,55.7,75.0,47.1,30.0,4.0,5.1,36.0,0.78,6.36,0.0,69.3,69.3,95.0,47.0,30.115,29.845,17.3,25.0,78.2,7,0.2699999999999996
183,2022-06-07,59.2,56.0,40.5,29.8,5.1,6.7,348.0,0.78,6.36,0.0,74.0,74.0,94.0,20.0,29.995,29.654,26.5,33.0,79.1,7,0.3410000000000011
184,2022-07-07,62.5,51.0,40.0,29.7,4.6,5.8,337.0,0.78,6.36,0.0,81.4,81.4,82.0,13.0,29.831,29.605,18.4,28.0,79.3,7,0.2259999999999991
185,2022-08-07,65.5,43.0,34.8,29.7,8.7,10.1,315.0,0.78,6.36,0.0,80.5,80.5,93.0,12.0,29.768,29.564,25.3,32.0,78.7,7,0.2040000000000006
186,2022-09-07,60.4,55.0,43.1,29.8,9.8,10.1,4.0,0.78,6.36,0.0,75.8,75.8,86.0,28.0,29.834,29.678,15.0,20.0,78.2,7,0.1559999999999988
187,2022-10-07,61.8,55.0,40.2,29.9,7.6,8.1,358.0,0.78,6.36,0.0,81.1,81.1,87.0,13.0,30.016,29.819,16.1,26.0,79.1,7,0.1969999999999991
188,2022-11-07,66.1,49.0,41.9,29.9,5.0,6.0,10.0,0.78,6.36,0.0,85.3,85.3,87.0,14.0,30.109,29.792,18.4,24.0,82.2,7,0.3170000000000001
189,2022-12-07,67.1,43.0,42.4,29.9,8.1,8.1,358.0,0.78,6.36,0.0,78.1,78.1,74.0,27.0,29.966,29.768,11.5,12.0,79.1,7,0.1980000000000004
190,2022-07-13,63.5,54.0,42.7,29.8,10.9,12.0,344.0,0.8,6.38,0.0,82.6,82.6,88.0,21.0,29.992,29.623,17.3,25.0,80.3,7,0.3689999999999998
191,2022-07-14,68.1,35.0,35.8,29.7,12.7,12.7,0.0,0.81,6.39,0.0,81.4,81.4,69.0,13.0,29.865,29.605,12.7,13.0,79.3,7,0.259999999999998
192,2022-07-15,64.9,37.0,31.9,29.9,12.7,12.7,0.0,0.81,6.39,0.0,81.7,81.7,77.0,9.0,29.972,29.839,12.7,13.0,79.3,7,0.1330000000000026
193,2022-07-16,64.0,34.0,31.6,29.9,7.7,8.0,358.0,0.81,6.39,0.0,80.7,80.7,67.0,10.0,30.031,29.832,15.0,20.0,79.0,7,0.198999999999998
194,2022-07-17,63.0,38.0,34.6,30.0,3.3,3.7,7.0,0.81,6.39,0.0,78.3,78.3,67.0,13.0,30.063,29.905,17.3,24.0,79.1,7,0.1579999999999977
195,2022-07-18,61.2,58.0,44.6,30.0,7.5,7.6,2.0,0.81,6.39,0.0,76.7,76.7,88.0,30.0,30.127,29.924,10.4,13.0,79.1,7,0.2029999999999994
196,2022-07-19,66.4,43.0,37.9,29.9,3.8,3.8,360.0,0.81,6.39,0.0,84.7,84.7,87.0,14.0,29.996,29.678,10.4,10.0,81.7,7,0.3179999999999978
197,2022-07-20,70.0,34.0,38.6,29.7,4.5,5.9,334.0,0.81,6.39,0.0,82.4,82.4,80.0,14.0,29.881,29.595,18.4,26.0,80.0,7,0.2860000000000013
198,2022-07-21,59.5,74.0,50.5,29.9,2.6,3.1,39.0,0.82,6.4,0.0,70.3,70.3,89.0,47.0,29.927,29.811,11.5,17.0,78.1,7,0.1159999999999996
199,2022-07-22,59.9,64.0,46.1,29.9,3.9,4.5,18.0,1.18,6.76,0.0,77.7,77.7,91.0,21.0,30.011,29.772,17.3,20.0,78.7,7,0.2390000000000007
200,2022-07-23,63.5,51.0,42.3,29.9,4.1,5.1,26.0,1.25,6.83,0.0,80.1,80.1,86.0,20.0,30.015,29.724,18.4,26.0,79.1,7,0.2910000000000003
201,2022-07-24,65.5,44.0,38.5,29.8,6.4,7.3,7.0,1.25,6.83,0.0,84.5,84.5,77.0,14.0,29.919,29.693,17.3,24.0,81.6,7,0.2259999999999991
202,2022-07-25,59.3,72.0,49.6,29.9,7.4,7.9,11.0,1.7,7.28,0.0,72.5,72.5,93.0,51.0,30.075,29.787,17.3,20.0,78.2,7,0.2880000000000002
203,2022-07-26,60.1,73.0,50.3,30.0,5.1,5.8,1.0,1.7,7.28,0.0,74.0,74.0,95.0,39.0,30.081,29.885,12.7,17.0,78.0,7,0.1959999999999979
204,2022-07-27,56.9,72.0,47.0,30.0,4.5,5.1,13.0,1.88,7.46,0.0,73.3,73.3,93.0,42.0,30.119,29.838,20.7,21.0,78.4,7,0.2809999999999988
205,2022-07-28,53.6,81.0,47.4,29.9,3.5,3.9,19.0,2.01,7.59,0.0,62.3,62.3,94.0,62.0,29.982,29.817,13.8,18.0,62.3,7,0.1649999999999991
206,2022-07-29,49.8,88.0,46.3,29.9,4.8,5.1,19.0,2.25,7.83,0.0,59.8,59.8,94.0,64.0,30.028,29.797,12.7,16.0,59.8,7,0.2309999999999981
207,2022-07-30,48.1,86.0,43.9,30.0,5.1,5.3,6.0,2.35,7.93,0.0,55.9,55.9,94.0,67.0,30.115,29.963,12.7,17.0,55.9,7,0.1519999999999974
208,2022-07-31,55.0,66.0,41.1,29.9,5.8,7.1,338.0,2.37,7.95,0.0,72.5,72.5,95.0,24.0,30.075,29.826,24.2,26.0,79.0,7,0.2489999999999987
209,2022-01-08,57.5,64.0,43.5,30.0,4.9,6.2,14.0,0.01,7.95,0.0,73.5,73.5,94.0,22.0,30.153,29.897,17.3,26.0,79.2,8,0.2560000000000002
210,2022-02-08,65.3,39.0,34.5,29.8,5.5,7.5,322.0,0.01,7.95,0.0,82.2,82.2,82.0,13.0,29.938,29.659,19.6,26.0,79.8,8,0.2789999999999999
211,2022-03-08,64.4,38.0,34.4,29.8,6.0,7.6,333.0,0.01,7.95,0.0,82.4,82.4,72.0,13.0,29.881,29.716,18.4,26.0,80.0,8,0.1649999999999991
212,2022-04-08,61.9,51.0,40.7,29.9,5.3,6.2,4.0,0.06,8.0,0.0,81.6,81.6,74.0,15.0,29.971,29.81,16.1,22.0,79.5,8,0.1610000000000013
213,2022-05-08,62.0,56.0,44.6,29.9,7.4,8.5,23.0,0.3,8.24,0.0,78.1,78.1,89.0,24.0,30.123,29.792,15.0,20.0,78.9,8,0.3309999999999995
214,2022-06-08,61.2,73.0,50.7,29.8,9.8,10.5,0.0,0.3,8.24,0.0,80.5,80.5,93.0,27.0,29.876,29.647,16.1,22.0,79.4,8,0.2290000000000027
215,2022-07-08,65.2,48.0,41.3,29.6,8.4,24.5,319.0,0.3,8.24,0.0,80.3,80.3,94.0,13.0,29.686,29.397,25.3,255.0,78.9,8,0.2890000000000015
216,2022-08-08,63.6,30.0,29.0,29.6,5.6,55.9,321.0,0.3,8.24,0.0,73.0,73.0,62.0,11.0,29.783,29.314,21.9,255.0,77.7,8,0.4690000000000012
217,2022-09-08,58.0,53.0,39.2,29.9,6.1,7.5,350.0,0.3,8.24,0.0,73.7,73.7,79.0,17.0,29.968,29.75,21.9,26.0,79.1,8,0.2179999999999999
218,2022-10-08,60.5,57.0,43.2,30.0,4.3,5.3,26.0,0.3,8.24,0.0,72.6,72.6,91.0,20.0,30.047,29.869,11.5,17.0,78.9,8,0.1780000000000008
219,2022-11-08,61.1,41.0,33.7,30.0,5.6,6.4,6.0,0.3,8.24,0.0,79.0,79.0,76.0,14.0,30.152,29.912,15.0,21.0,78.0,8,0.240000000000002
220,2022-12-08,64.5,31.0,27.9,29.9,6.0,7.5,340.0,0.3,8.24,0.0,84.7,84.7,64.0,9.0,30.067,29.789,18.4,25.0,81.7,8,0.2779999999999987
221,2022-08-13,63.1,35.0,33.4,29.8,2.1,2.9,36.0,0.3,8.24,0.0,81.4,81.4,62.0,15.0,29.934,29.653,11.5,17.0,79.3,8,0.2810000000000023
222,2022-08-14,62.3,53.0,44.5,29.7,1.6,2.0,8.0,0.36,8.3,0.0,68.9,68.9,82.0,38.0,29.787,29.586,11.5,22.0,79.1,8,0.2022000000000005
223,2022-08-15,61.2,41.0,36.9,29.7,6.0,7.1,310.0,0.37,8.31,0.0,73.2,73.2,58.0,22.0,29.771,29.555,21.9,32.0,79.0,8,0.216000000000001
224,2022-08-16,54.8,48.0,34.5,29.9,5.6,7.2,20.0,0.37,8.31,0.0,69.4,69.4,65.0,17.0,29.936,29.752,21.9,30.0,78.4,8,0.184000000000001
225,2022-08-17,51.7,67.0,39.8,30.0,3.3,4.3,36.0,0.4,8.34,0.0,67.8,67.8,89.0,31.0,30.143,29.915,17.3,21.0,78.8,8,0.2280000000000015
226,2022-08-18,56.3,53.0,35.3,29.9,5.5,6.5,355.0,0.4,8.34,0.0,71.7,71.7,93.0,19.0,30.107,29.695,18.4,26.0,79.1,8,0.411999999999999
227,2022-08-19,60.1,36.0,31.1,29.7,8.4,10.6,337.0,0.4,8.34,0.0,73.9,73.9,64.0,20.0,29.812,29.654,18.4,26.0,78.7,8,0.1580000000000012
228,2022-08-20,60.6,50.0,39.8,29.9,5.7,7.0,21.0,0.4,8.34,0.0,77.2,77.2,85.0,24.0,29.988,29.781,16.1,22.0,79.0,8,0.2070000000000007
229,2022-08-21,61.1,46.0,36.6,30.0,4.7,6.1,34.0,0.4,8.34,0.0,79.9,79.9,86.0,20.0,30.08,29.884,13.8,25.0,78.6,8,0.1959999999999979
230,2022-08-22,66.2,38.0,34.1,29.8,3.4,4.3,19.0,0.4,8.34,0.0,87.2,87.2,76.0,11.0,29.985,29.695,15.0,20.0,83.6,8,0.2899999999999991
231,2022-08-23,68.0,36.0,38.1,29.6,5.5,6.6,340.0,0.4,8.34,0.0,84.3,84.3,56.0,15.0,29.791,29.525,16.1,22.0,81.4,8,0.2660000000000018
232,2022-08-24,65.6,43.0,41.0,29.7,5.3,6.9,290.0,0.42,8.36,0.0,75.1,75.1,86.0,23.0,29.857,29.55,18.4,24.0,79.1,8,0.3069999999999986
233,2022-08-25,56.4,78.0,49.0,29.9,3.5,4.2,14.0,0.73,8.67,0.0,72.1,72.1,94.0,43.0,30.016,29.824,16.1,21.0,78.3,8,0.1919999999999966
234,2022-08-26,54.3,69.0,43.0,30.1,4.4,5.0,350.0,0.76,8.7,0.0,72.5,72.5,94.0,27.0,30.2,29.932,11.5,21.0,78.8,8,0.2680000000000007
235,2022-08-27,59.2,48.0,34.2,30.1,5.9,6.6,10.0,0.76,8.7,0.0,78.5,78.5,92.0,15.0,30.227,30.04,19.6,26.0,78.7,8,0.1870000000000011
236,2022-08-28,58.6,49.0,37.5,30.1,3.8,4.9,31.0,0.76,8.7,0.0,76.7,76.7,82.0,26.0,30.242,30.037,20.7,25.0,78.9,8,0.2050000000000018
237,2022-08-29,56.1,60.0,40.6,30.0,2.7,3.7,27.0,0.76,8.7,0.0,73.2,73.2,87.0,25.0,30.101,29.9,17.3,26.0,79.1,8,0.2022000000000005
238,2022-08-30,54.1,72.0,44.6,30.0,2.4,3.1,35.0,0.82,8.76,0.0,67.4,67.4,93.0,47.0,30.028,29.862,17.3,25.0,79.0,8,0.1660000000000003
239,2022-08-31,60.1,54.0,38.8,29.9,3.5,4.9,281.0,0.82,8.76,0.0,79.6,79.6,87.0,16.0,29.996,29.744,21.9,32.0,78.7,8,0.2519999999999989
240,2022-01-09,63.9,40.0,29.9,30.0,5.5,81.0,355.0,0.0,8.77,0.0,79.8,79.8,89.0,11.0,30.194,29.684,16.1,255.0,79.1,9,0.509999999999998
241,2022-02-09,64.0,29.0,29.3,30.0,6.2,125.2,2.0,0.0,8.77,0.0,78.6,78.6,49.0,12.0,30.233,29.859,20.7,255.0,78.3,9,0.3739999999999988
242,2022-03-09,63.6,44.0,39.3,30.0,4.2,221.3,4.0,0.02,8.79,0.0,74.6,74.6,77.0,21.0,30.284,29.687,10.4,255.0,77.5,9,0.5969999999999978
243,2022-04-09,56.8,59.0,42.0,30.0,4.5,159.1,5.0,0.03,8.8,0.0,76.6,76.6,84.0,20.0,30.269,29.597,16.1,255.0,78.4,9,0.671999999999997
244,2022-05-09,62.2,44.0,37.4,30.0,7.3,143.9,8.0,0.03,8.8,0.0,76.5,76.5,83.0,21.0,30.263,29.636,13.8,255.0,77.8,9,0.6270000000000024
245,2022-06-09,62.5,52.0,42.7,29.8,7.8,184.7,357.0,0.05,8.82,0.0,69.8,69.8,72.0,27.0,30.013,29.629,16.1,255.0,78.8,9,0.3840000000000003
246,2022-07-09,64.6,44.0,39.0,29.8,4.7,138.6,360.0,0.05,8.82,0.0,79.9,79.9,91.0,20.0,30.067,29.474,19.6,255.0,78.6,9,0.593
247,2022-08-09,68.9,23.0,28.9,29.7,5.5,186.3,349.0,0.05,8.82,0.0,79.1,79.1,28.0,16.0,29.992,29.444,19.6,255.0,77.9,9,0.5480000000000018
248,2022-09-09,62.3,56.0,42.0,29.9,3.0,109.7,8.0,0.08,8.85,0.0,76.3,76.3,91.0,17.0,30.178,29.632,13.8,255.0,79.0,9,0.5459999999999994
249,2022-10-09,62.1,46.0,32.9,30.0,1.4,123.8,9.0,0.08,8.85,0.0,77.7,77.7,90.0,15.0,30.256,29.695,8.1,255.0,78.1,9,0.5609999999999999
250,2022-11-09,56.8,42.0,31.8,30.0,3.0,87.1,20.0,0.08,8.85,0.0,71.6,71.6,72.0,17.0,30.376,29.683,11.5,255.0,77.3,9,0.6930000000000014
251,2022-12-09,42.1,75.0,34.6,30.1,0.5,31.6,18.0,0.17,8.94,0.0,46.8,46.8,92.0,55.0,30.164,30.059,5.8,255.0,46.8,9,0.1050000000000004
252,2022-09-13,50.3,70.0,39.3,30.0,4.6,85.5,349.0,0.2,8.97,0.0,73.7,73.7,94.0,25.0,30.181,29.744,20.7,255.0,79.1,9,0.4370000000000011
253,2022-09-14,59.7,53.0,41.0,29.8,1.0,45.1,347.0,0.2,8.97,0.0,72.1,72.1,88.0,28.0,29.969,29.726,11.5,255.0,79.1,9,0.2430000000000021
254,2022-09-15,57.9,55.0,40.9,29.9,0.4,39.9,8.0,0.2,8.97,0.0,70.3,70.3,80.0,34.0,30.101,29.778,10.4,255.0,79.1,9,0.3230000000000004
255,2022-09-16,53.0,71.0,42.9,30.1,0.4,67.0,19.0,0.2,8.97,0.0,64.3,64.3,91.0,51.0,30.22,30.011,8.1,255.0,64.3,9,0.2089999999999996
256,2022-09-17,53.3,64.0,39.4,30.1,0.3,34.1,11.0,0.2,8.97,0.0,68.9,68.9,93.0,34.0,30.246,29.979,8.1,255.0,78.9,9,0.2669999999999994
257,2022-09-18,52.4,59.0,35.8,30.1,1.1,49.5,44.0,0.2,8.97,0.0,68.9,68.9,92.0,32.0,30.181,29.991,12.7,255.0,78.7,9,0.1900000000000012
258,2022-09-19,52.1,52.0,31.2,30.0,3.8,32.2,32.0,0.2,8.97,0.0,73.1,73.1,83.0,16.0,30.193,29.797,17.3,255.0,76.9,9,0.3960000000000008
259,2022-09-20,54.0,48.0,33.4,29.7,11.2,15.8,338.0,0.2,8.97,0.0,70.3,70.3,73.0,25.0,29.842,29.506,27.6,255.0,78.3,9,0.3359999999999985
260,2022-09-21,40.0,67.0,29.2,30.1,9.2,10.5,16.0,0.45,9.22,0.0,46.5,46.5,92.0,38.0,30.378,29.805,23.0,26.0,46.5,9,0.5730000000000004
261,2022-09-22,39.4,51.0,22.5,30.3,9.6,10.3,352.0,0.45,9.22,0.0,45.1,45.1,73.0,40.0,30.37,30.213,19.6,24.0,45.1,9,0.157
262,2022-09-23,42.5,55.0,26.2,30.2,10.5,11.7,9.0,0.46,9.23,0.0,50.4,50.4,90.0,27.0,30.292,30.18,19.6,32.0,50.4,9,0.1120000000000018
263,2022-09-24,40.4,74.0,31.8,30.2,2.9,3.6,12.0,0.52,9.29,0.0,53.9,53.9,92.0,38.0,30.302,30.043,13.8,18.0,53.9,9,0.2590000000000003
264,2022-09-25,45.8,68.0,34.5,30.0,4.6,5.4,20.0,0.52,9.29,0.0,61.5,61.5,92.0,24.0,30.177,29.946,18.4,28.0,61.5,9,0.2309999999999981
265,2022-09-26,62.4,23.0,22.3,29.9,9.5,11.9,340.0,0.52,9.29,0.0,75.4,75.4,40.0,14.0,30.115,29.617,23.0,31.0,75.6,9,0.4979999999999975
266,2022-09-27,61.3,26.0,22.9,29.7,10.5,12.5,349.0,0.52,9.29,0.0,75.4,75.4,67.0,12.0,30.008,29.549,23.0,32.0,75.7,9,0.4589999999999996
267,2022-09-28,44.8,57.0,28.4,30.1,4.0,4.8,25.0,0.52,9.29,0.0,63.5,63.5,88.0,27.0,30.295,29.966,10.4,13.0,63.5,9,0.3290000000000006
268,2022-09-29,59.1,32.0,22.4,29.8,9.7,11.7,331.0,0.52,9.29,0.0,77.2,77.2,81.0,10.0,29.982,29.556,21.9,35.0,76.1,9,0.4259999999999984
269,2022-09-30,52.2,40.0,27.2,29.5,16.7,18.6,347.0,0.56,9.33,0.0,66.5,66.5,70.0,21.0,29.678,29.344,26.5,38.0,75.9,9,0.3339999999999996
270,2022-01-10,35.0,37.0,10.8,30.0,15.1,17.8,337.0,0.0,9.33,0.0,40.9,40.9,52.0,27.0,30.085,29.589,34.5,44.0,40.9,10,0.4960000000000022
271,2022-02-10,41.6,26.0,7.4,30.0,10.0,12.4,339.0,0.0,9.33,0.0,56.7,56.7,45.0,10.0,30.039,29.84,29.9,44.0,56.7,10,0.1990000000000016
272,2022-03-10,38.6,45.0,16.6,29.9,4.2,6.1,23.0,0.0,9.33,0.0,58.6,58.6,78.0,19.0,30.055,29.707,13.8,255.0,58.6,10,0.347999999999999
273,2022-04-10,36.3,77.0,29.0,29.8,2.8,4.3,82.0,0.14,9.47,0.0,50.6,50.6,93.0,43.0,29.885,29.574,15.0,20.0,50.6,10,0.3109999999999999
274,2022-05-10,38.7,66.0,27.4,29.7,7.6,11.3,305.0,0.18,9.51,0.0,46.2,46.2,94.0,36.0,29.946,29.568,21.9,31.0,46.2,10,0.3780000000000001
275,2022-06-10,41.3,30.0,11.1,30.0,12.8,19.0,306.0,0.18,9.51,0.0,52.2,52.2,47.0,17.0,30.068,29.846,25.3,39.0,52.2,10,0.2220000000000013
276,2022-07-10,49.9,29.0,17.5,29.7,8.4,12.2,292.0,0.18,9.51,0.0,63.2,63.2,55.0,17.0,29.874,29.587,23.0,32.0,63.2,10,0.286999999999999
277,2022-08-10,29.2,83.0,24.4,30.0,3.8,8.6,101.0,0.29,9.62,0.0,43.5,43.5,91.0,47.0,30.161,29.676,12.7,255.0,43.5,10,0.485000000000003
278,2022-09-10,31.3,77.0,24.6,30.1,5.2,12.9,74.0,0.33,9.66,0.0,43.8,43.8,91.0,45.0,30.284,29.934,15.0,255.0,43.8,10,0.3499999999999978
279,2022-10-10,17.4,80.0,12.3,30.3,3.6,5.5,97.0,0.37,9.7,0.0,28.5,28.5,87.0,69.0,30.378,30.215,11.5,16.0,32.0,10,0.1630000000000002
280,2022-11-10,29.0,77.0,22.2,30.0,5.0,7.8,16.0,0.42,9.75,0.0,50.4,50.4,92.0,41.0,30.239,29.704,20.7,32.0,50.4,10,0.5350000000000001
281,2022-12-10,40.4,69.0,29.2,29.8,3.9,6.0,74.0,0.47,9.8,0.0,56.6,56.6,93.0,24.0,30.001,29.674,16.1,20.0,56.6,10,0.3270000000000017
282,2022-10-13,40.8,66.0,28.0,29.9,4.0,11.7,312.0,0.47,9.8,0.0,56.7,56.7,94.0,30.0,30.03,29.821,21.9,255.0,56.7,10,0.2089999999999996
283,2022-10-14,49.0,51.0,31.1,29.8,13.1,19.3,304.0,0.47,9.8,0.0,57.9,57.9,80.0,30.0,29.895,29.587,25.3,43.0,57.9,10,0.3079999999999998
284,2022-10-15,46.8,49.0,27.9,30.0,9.2,13.8,305.0,0.48,9.81,0.0,54.9,54.9,79.0,27.0,30.144,29.816,26.5,39.0,54.9,10,0.3279999999999994
285,2022-10-16,44.7,51.0,25.7,30.2,3.0,8.1,358.0,0.48,9.81,0.0,59.6,59.6,86.0,19.0,30.429,30.07,15.0,255.0,59.6,10,0.3589999999999982
286,2022-10-17,41.2,57.0,23.5,30.3,1.7,8.7,81.0,0.48,9.81,0.0,63.7,63.7,91.0,21.0,30.563,29.923,10.4,255.0,63.7,10,0.6400000000000006
